data_identity,numero_manuscrito,referencia,revision,titulo,tipo_articulo,autor,email,fecha_inicial,estado_actual,fecha_estado,fecha_vencimiento,editor,decision_editor_def,est_ev_completo,est_ev_aceptado,est_ev_invitado,est_ev_rechazado,est_ev_tarde,año,ref_maquetado,estado,responsable,notas,entrada,revision_1,comentarios_ultimo_revisor,decision_editor_r1,entrada_r1,revision_r1,coment_compl_r1,dec_editor_r1,entrada_r2,revision_r2,coment_compl_r2,dec_editor_r2,entrada_r3,revision_r3,coment_completos_r3,dec_editor_r3,entrada_r4,revision_r4,coment_completos_r4,rechazo,aceptacion,maquetacion,in_press,publicado,publicado_detalles,pmid,etapa_1,etapa_2,etapa_3,etapa_4,etapa_5,etapa_6,maquet_in_press,activo,ultima_accion,dias_pasados,mayor_10_dias,fecha_alta,fecha_baja
,NEFRO-D-21-00086,NEFRO-D-21-00086,,TRATAMIENTO ENDOVASCULAR DEL SÍNDROME DE VENA CAVA SUPERIOR EN HEMODIÁLISIS   ENDOVASCULAR TREATMENT OF SUPERIOR VENA CAVA SYNDROME IN HEMODIALYSIS,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-02-22,0,False,,
,NEFRO-D-21-00085,NEFRO-D-21-00085,,ENFERMEDAD ARTERIAL PERIFERICA EN PACIENTES EN HEMODIALISIS 10 AÑOS DESPUÉS	,,,,,,,,,,,,,,,2021,NEFRO_1028,7. Publicado,Elsevier,,2021-02-21,2021-03-05,2021-05-22,2021-05-22,2021-12-09,2021-12-14,,2022-01-11,2022-01-13,,,2022-01-14,,,,,,,,,2022-01-14,,,,,,12,78.0,0.0,201.0,5.0,,,False,2022-01-14,327,False,,
,NEFRO-D-21-00084,NEFRO-D-21-00084,,Timoglobulina en dosis bajas vs basiliximab en receptores de trasplante renal positivos para citomegalovirus: eficacia de una estrategia preventiva modificada Low Dose Thymoglobulin versus Basiliximab in Cytomegalovirus Positive Kidney Transplant Recipients: Effectiveness of Preemptive Cytomegalovirus Modified Strategy,,,,,,,,,,,,,,,2021,NEFRO_987,7. Publicado,Elsevier,,2021-02-20,,,,,,,,,,,,,,,,,,,,,2021-11-03,,,,,,,,,,,,False,2021-11-03,256,False,,
,NEFRO-D-21-00083,NEFRO-D-21-00083,,EVOLUTION OF CIRCULATING BONE-RELATED BIOMARKERS AFTER KIDNEY TRANSPLANTATIO,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-02-20,2021-03-05,2021-04-19,2021-05-11,2021-05-28,2021-05-30,2021-06-04,2021-07-26,,,,,,,,,,,,2021-07-26,,,,,,,13,45.0,22.0,17.0,2.0,,,False,2021-07-26,156,False,,
,NEFRO-D-21-00081,NEFRO-D-21-00081,,ANÁLISIS DE LAS TRANSICIONES EN EL MODELO INTEGRADO DE TRATAMIENTO SUSTITUTIVO RENAL EN LA COMUNIDAD DE MADRID . TRANSITIONS IN AN INTEGRATED MODEL OF RENAL REPLACEMENT THERAPY IN A REGIONAL HEALTH SYSTEM,,,,,,,,,,,,,,,2021,NEFRO_924,7. Publicado,Elsevier,,2021-05-14,,,,,,,,,,,,,,,,,,,,,,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",34481678,,,,,,,,False,2021-05-14,0,False,,
,NEFRO-D-21-00078,NEFRO-D-21-00078,,"Segundo trasplante renal preventivo de donante cadáver:
explorando un nuevo camino",,,,,,,,,,,,,,,2021,NEFRO_886,7. Publicado,Elsevier,,2021-02-17,,,2021-03-15,2021-05-04,,,2021-05-11,,,,,,,,,,,,,2021-05-11,,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",34154851,,,,50.0,,,,False,2021-05-11,83,False,,
,NEFRO-D-21-00076,NEFRO-D-21-00076,,Una causa rara de proteinuria nefrótica en la enfermedad de Sjogren A new onset of nephrotic proteinuria in Sjogren disease,,,,,,,,,,,,,,,2021,NEFRO_923,7. Publicado,Elsevier,,2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,34419332,,,,,,,,False,2021-02-16,0,False,,
,NEFRO-D-21-00075,NEFRO-D-21-00075,,Influencia del volumen peritoneal residual en los resultados de la Prueba de Equilibrio Peritoneal. Estudio prospectivo,,,,,,,,,,,,,,,2021,NEFRO_981,7. Publicado,Elsevier,,2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-02-15,0,False,,
,NEFRO-D-21-00071,NEFRO-D-21-00071,,"Adolescente con síndrome de Alport y anemia hemolítica
congénita",,,,,,,,,,,,,,,2021,NEFRO_893,7. Publicado,Elsevier,,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,2023.43(1)Enero-Febrero,34158190,,,,,,,,False,2021-02-11,0,False,,
,NEFRO-D-21-00065,NEFRO-D-21-00065,,¿SINERGIA DEL TRATAMIENTO CON TIOSULFATO SÓDICO Y HEMODIALISIS EXTENDIDA EN EL MANEJO DE LA CALCIFILAXIS? A PROPÓSITO DE UN CASO. SYNERGY OF SODIUM THIOSULPHATE TREATMENT AND EXPANDED HEMODIALYSIS IN THE MANAGEMENT OF CALCIPHYLAXIS? A CASE REPORT	,,,,,,,,,,,,,,,2021,,7. Publicado,Elsevier,,2021-02-09,,,2021-02-09,,,,,,,,,,,,,,,,,2021-02-09,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",,,,,,,,,False,2021-02-09,0,False,,
,NEFRO-D-21-00061,NEFRO-D-21-00061,,INFLAMACION Y ADECUACIÓN DE LA HEMODIALISIS: ¿ESTÁN LOS NIVELES DE PROTEINA C REACTIVA INFLUENCIADOS POR LA DOSIS DE DIALISIS RECIBIDA? INFLAMMATION AND HEMODIALYSIS ADEQUACY: ARE C-REACTIVE PROTEIN LEVELS INFLUENCED BY DIALYSIS DOSE?,,,,,,,,,,,,,,,2021,NEFRO_899,7. Publicado,Elsevier,,2021-02-08,,,,,,,,,,,,,,,,,,,,,2021-06-21,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34238598,,,,,,,,False,2021-06-21,133,False,,
,NEFRO-D-21-00060,NEFRO-D-21-00060,,Acute interstitial nephritis due to dolutegravir: the first case reported.,,,,,,,,,,,,,,,2021,NEFRO_977,7. Publicado,Elsevier,,2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-02-08,0,False,,
,NEFRO-D-21-00053,NEFRO-D-21-00053,,Lesiones cutáneas eritemato-violáceas y ampollosas tras administración de contraste iodado en un paciente en hemodiálisis. Un caso de exantema fijo medicamentoso por contraste iodado. Erythematous-violaceous and bullous skin lesions after administration of iodinated contrast in a patient on hemodialysis. A case of fixed drug eruption due to iodinated contrast.	,,,,,,,,,,,,,,,2021,NEFRO_964,7. Publicado,Elsevier,,2021-07-07,,,,,,,,,,,,,,,,,,,,,,2021-10-20,,,,,,,,,,,False,2021-10-20,105,False,,
,NEFRO-D-21-00052,NEFRO-D-21-00052,,Acute kidney injury and risk of cardiovascular outcomes: a nationwide cohort study,,,,,,,,,,,,,,,2021,NEFRO_915,7. Publicado,Elsevier,,2021-02-07,,,,,,,,,,,,,,,,,,,,,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",34489123,,,,,,,,False,2021-02-07,0,False,,
,NEFRO-D-21-00046,NEFRO-D-21-00046,,Síndrome nefrótico como manifestación de microangiopatía trombótica secundaria al uso crónico de sunitinib,,,,,,,,,,,,,,,2021,NEFRO_948,7. Publicado,Elsevier,,2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-02-02,0,False,,
,NEFRO-D-21-00044,NEFRO-D-21-00044,,Título: Diálisis peritoneal en paciente adulto con mielomenigocele y derivación ventriculoperitoneal Peritoneal dialysis in an adult patient with myelomenigocele and ventriculoperitoneal shunt,,,,,,,,,,,,,,,2021,NEFRO_872,7. Publicado,Elsevier,,2021-02-01,,,2021-02-12,2021-02-16,,,2021-02-21,2021-02-25,,,2021-03-05,,,,,,,,,2021-03-05,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",34120779,,,,4.0,,,,False,2021-03-05,32,False,,
,NEFRO-D-21-00042,NEFRO-D-21-00042,,TOCILIZUMAB EN EL TRATAMIENTO DEL RECHAZO HUMORAL CRÓNICO ACTIVO RESISTENTE A TERAPIA ESTÁNDAR        ,,,,,,,,,,,,,,,2021,NEFRO_942,7. Publicado,Elsevier,,2021-01-31,2021-02-02,2021-02-16,2021-04-02,2021-05-03,,,2021-05-12,2021-06-02,,,2021-06-03,,,,,,,,,2021-06-03,2021-09-14,2021-09-28,2022-09-01,42(5):578-84. Sept-oct 22,web,2,14.0,45.0,31.0,,103.0,14,False,2021-09-28,240,False,,
,NEFRO-D-21-00041,NEFRO-D-21-00041,,Glomeruloesclerosis focal y segmentaria asociada a infección por COVID-19.	,,,,,,,,,,,,,,,2021,,7. Publicado,Elsevier,,2021-01-29,,,2021-02-03,2021-02-21,,,2021-03-05,,,,,,,,,,,,,2021-03-05,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,,,,18.0,,,,False,2021-03-05,35,False,,
,NEFRO-D-21-00040,NEFRO-D-21-00040,,Successful treatment with adapted high dose Methotrexate in a hemodialysis patient with primary central nervous system lymphoma: 100 mg/m² seems sufficient.,,,,,,,,,,,,,,,2021,NEFRO_878,7. Publicado,Elsevier,,2021-01-28,,,,,,,,,,,,,,,,,,,,,2021-06-19,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34353642,,,,,,,,False,2021-06-19,142,False,,
,NEFRO-D-21-00036,NEFRO-D-21-00036,,Sobre la necesidad de armonizar la terminología nefrológica en los países latinoamericanos,,,,,,,,,,,,,,,2021,NEFRO_885,7. Publicado,Elsevier,,2021-01-27,,,2021-01-30,,,,,,,,,,,,,,,,,2021-01-30,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",34148665,,,,,,,,False,2021-01-30,3,False,,
,NEFRO-D-21-00034,NEFRO-D-21-00034,,Remdesivir en pacientes trasplantados renales con neumonía por SARS-CoV-2 Remdesivir in kidney transplant patients with SARS-CoV-2 pneumonia,,,,,,,,,,,,,,,2021,NEFRO_910,7. Publicado,Elsevier,,2021-01-26,,,,,,,,,,,,,,,,,,,,,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",34305226,,,,,,,,False,2021-01-26,0,False,,
,NEFRO-D-21-00022,NEFRO-D-21-00022,,GLOMERULONEFRITIS CON DEPÓSITOS FIBRILARES SIMULANDO ENFERMEDAD POR ANTICUERPOS ANTIMEMBRANA BASAL GLOMERULAR CON MICROANGIOPATÍA TROMBÓTICA ASOCIADA Y ANCAp     FIBRILLARY GLOMERULONEPHRITIS SIMULATING  GLOMERULAR  BASAL  ANTIMEMBRANE  ANTIBODY  DISEASE  ASSOCIATED THROMBOTIC MICROANGIOPATHY  AND  ANCAp,,,,,,,,,,,,,,,2021,NEFRO_907,7. Publicado,Elsevier,,2021-01-18,,,2021-01-24,2021-02-26,,,2021-03-01,,,,,,,,,,,,,2021-03-01,2021-07-22,,,,34509321,,,,33.0,,143.0,,False,2021-07-22,185,False,,
,NEFRO-D-21-00021,NEFRO-D-21-00021,,La gota asociada a reducción de la excreción renal de acido úrico. Esa tubulopatía que no tratamos los nefrólogos	,,,,,,,,,,,,,,,2021,NEFRO_917,7. Publicado,Elsevier,,2021-01-18,,,,,,,,,,,,,,,,,,,,,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",34503865,,,,,,,,False,2021-01-18,0,False,,
,NEFRO-D-21-00019,NEFRO-D-21-00019,,"Epidemiology, clinical profile, management, and two-year risk complications among patients with chronic kidney disease in Spain",,,,,,,,,,,,,,,2021,NEFRO_888,7. Publicado,Elsevier,,2021-01-15,2021-01-24,2021-03-01,2021-03-01,2021-03-08,2021-03-10,2021-03-19,2021-03-20,,,,,,,,,,,,,2021-03-20,,,2021-12-01,2021.41(6) Noviembre - Diciembre,34148667,9,36.0,0.0,7.0,2.0,,,False,2021-03-20,64,False,,
,NEFRO-D-21-00013,NEFRO-D-21-00013,,Cuantificación y Tratamiento de la Congestión en Insuficiencia Cardiaca: Una Visión Clínica y Fisiopatológica,,,,,,,,,,,,,,,2021,NEFRO_901,7. Publicado,Elsevier,"sep/2021 Estoy revisando la maquetación en la web y la imagen del Anexo A - Material Adicional no es clicable y no se lee nada bien, la imagen está muy borrosa: https://www.revistanefrologia.com/es-cuantificacion-tratamiento-congestion-insuficiencia-cardiaca-avance-S0211699521001144
En la fig 3 y en la 4 sigue habiendo texto pequeño que no se puede leer.
27/6/2022 pedimos de nuevo este cambio",2021-01-11,,,,,,,,,,,,,,,,,,,,,2021-07-06,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34289940,,,,,,,,False,2021-07-06,176,False,,
,NEFRO-D-21-00011,NEFRO-D-21-00011,,SUBCUTANEOUS TOCILIZUMAB IN CHRONIC ACTIVE HUMORAL KIDNEY GRAFT REJECTION,,,,,,,,,,,,,,,2021,NEFRO_882,7. Publicado,Elsevier,,2021-01-10,,,,,,,,,,,,,,,,,,,,,,,,,34154850,,,,,,,,False,2021-01-10,0,False,,
,NEFRO-D-21-00009,NEFRO-D-21-00009,,EFECTO DEL CAMBIO EN EL PESO TRAS EL TRASPLANTE RENAL EN LA EVOLUCIÓN DEL INJERTO,,,,,,,,,,,,,,,2021,NEFRO_938,7. Publicado,Elsevier,El texto más pequeño de la figura 1 es imposible de leer. Habría que ampliarlo.,2021-01-10,,,,,,,,,,,,,,,,,,,,,2021-08-27,2021-09-12,2022-09-01,42(5):568-77. Sept-Oct 22,34548202,,,,,,,16,False,2021-09-12,245,False,,
,NEFRO-D-21-00008,NEFRO-D-21-00008,,Osteonecrosis bilateral de cadera y colelitiasis tras la interrupción de eculizumab en Síndrome Hemolítico Urémico atípico. Bilateral hip osteonecrosis and colelithiasis after eculizumab disruption in atipic Hemolytic Uremic Syndrome.,,,,,,,,,,,,,,,2021,NEFRO_914,7. Publicado,Elsevier,,2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,34376310,,,,,,,,False,2021-01-07,0,False,,
,NEFRO-D-21-00005,NEFRO-D-21-00005,,Intervenciones farmacológicas para prevenir complicaciones en pacientes con hipercalciuria idiopática: una revisión sistemática Pharmacological interventions for preventing complications in patients with idiopathic hypercalciuria: a systematic review,,,,,,,,,,,,,,,2021,NEFRO_925,7. Publicado,Elsevier,,2021-01-07,2021-01-16,2021-02-25,2021-03-16,2021-03-24,,,2021-04-03,,,,,,,,,,,,,2021-04-03,2021-08-01,2021-08-13,2022-09-01,42(5):506-18 sept-oct. 22,34393000,9,40.0,19.0,8.0,,120.0,12,False,2021-08-13,218,False,,
,NEFRO-D-21-00004,NEFRO-D-21-00004,,Enfermedad antimembrana basal glomerular en hermanos no gemelos con HLA idéntico Anti glomerular basement membrane disease in HLA-identical non-twin siblings	,,,,,,,,,,,,,,,2021,NEFRO_928,7. Publicado,Elsevier,,2021-01-06,,,,,,,,,,,,,,,,,,,,,2021-08-04,,,,34404566,,,,,,,,False,2021-08-04,210,False,,
,NEFRO-D-21-00001,NEFRO-D-21-00001,,"""EXPERIENCIA EN ESPAÑA CON LOS PRIMEROS PACIENTES EN HEMODIÁLISIS DOMICILIARIA TRATADOS CON MONITORES DE BAJO FLUJO DE LIQUIDO DE DIÁLISIS"" ""EXPERIENCE IN SPAIN WITH THE FIRST PATIENTS IN HOME HEMODIALYSIS TREATED WITH LOW-FLOW DIALYSATE MONITORS""",,,,,,,,,,,,,,,2021,NEFRO_919,7. Publicado,Elsevier,"Debían aumentar tamaño de las figurasa 1, 2 y 3. No ha aumentado demasiado. Pero creo que se puede leer.",2021-01-01,2021-01-17,2021-01-27,2021-01-31,2021-05-20,2021-05-22,2021-05-31,2021-05-31,2021-07-07,,,2021-07-12,,,,,,,,,2021-07-12,2021-08-01,,,,34393002,16,10.0,4.0,109.0,2.0,20.0,,False,2021-08-01,212,False,,
,NEFRO-D-20-00554,NEFRO-D-20-00554,,Fracaso renal agudo por rabdomiólisis en relación con abiraterona y rosuvastatina. Title: Acute renal failure due to rhabdomyolysis in relation to abiraterone and rosuvastatin.	,,,,,,,,,,,,,,,2020,NEFRO_940,7. Publicado,Elsevier,,2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,34503863,,,,,,,,False,2020-12-22,0,False,,
,NEFRO-D-20-00543,NEFRO-D-20-00543,,Long non-coding RNA Neat1 triggers renal tubular epithelial cell apoptosis via activating BH3-only protein in membranous nephropathy,,,,,,,,,,,,,,,2020,,Retirado,0,,2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-12-16,0,False,,
,NEFRO-D-20-00540,NEFRO-D-20-00540,,Acute kidney injury in hospitalized patients with COVID-19: a Portuguese cohort,,,,,,,,,,,,,,,2020,NEFRO_884,7. Publicado,Elsevier,,2020-12-13,2020-12-21,2021-01-25,2021-01-31,2021-02-09,2021-02-10,2021-03-12,2021-04-07,2021-04-11,,,2021-04-18,,,,,,,,,2021-04-18,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",34112531,8,35.0,6.0,9.0,1.0,,,False,2021-04-18,126,False,,
,NEFRO-D-20-00530,NEFRO-D-20-00530,,INFECCIÓN POR SARS-CoV-2 EN LISTA DE ESPERA DE TRASPLANTE RENAL: ¿SE PUEDE TRASPLANTAR UN PACIENTE CON ANTECEDENTE DE COVID-19? SARS-CoV-2 INFECTION ON THE KIDNEY TRANSPLANT WAITING LIST: CAN A PATIENT BE TRANSPLANTED AFTER COVID-19?	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-12-06,,,2020-12-09,,,,,,,,,,,,,,,,,2020-12-06,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,,,,,,,,False,2020-12-09,3,False,,
,NEFRO-D-20-00529,NEFRO-D-20-00529,,Impacto de un artículo en la era social: ¿Es lo mismo tuitear que citar?   Impact of an article in the social age: Is tweeting the same as citing?,,,,,,,,,,,,,,,2020,NEFRO_895,7. Publicado,Elsevier,,2020-12-05,,,,,,,,,,,,,,,,,,,,,2021-06-18,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34215420,,,,,,,,False,2021-06-18,195,False,,
,NEFRO-D-20-00527,NEFRO-D-20-00527,,Acute Kidney Injury With Sodium-Glucose Co-Transporter-2 Inhibitors Across The Cardiovascular And Renal Outcome Trials: Foe or Friend?,,,,,,,,,,,,,,,2020,NEFRO_969,7. Publicado,Elsevier,,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-12-02,0,False,,
,NEFRO-D-20-00523,NEFRO-D-20-00523,,Fibrinogen-to-albumin ratio is related to the severity of coronary artery disease in chronic kidney disease patients undergoing coronary angiography	,,,,,,,,,,,,,,,2020,NEFRO_962,7. Publicado,Elsevier,,2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,2022.42(6),,,,,,,,,False,2020-11-30,0,False,,
,NEFRO-D-20-00519,NEFRO-D-20-00519,,Glomerulonefritis membranosa con depósitos enmascarados        ,,,,,,,,,,,,,,,2020, NEFRO_955,7. Publicado,Elsevier,,2020-11-26,2020-12-06,,,,,,2021-04-25,,,,,,,,,,,,,2021-04-25,2021-09-22,,,,web,10,,,,,150.0,,False,2021-09-22,300,False,,
,NEFRO-D-20-00517,NEFRO-D-20-00517,,Successful kidney transplantation after COVID-19 infection in two cases	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-11-26,,,2020-12-07,2020-12-09,,,2020-12-09,,,,,,,,,,,,,2020-12-09,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,,,,2.0,,,,False,2020-12-09,13,False,,
,NEFRO-D-20-00509,NEFRO-D-20-00509,,Síndrome de Gitelman - Una nueva mutación en el gen SLC12A3   Gitelman Syndrome - a new mutation in the SLC12A3 gene	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-11-22,2020-11-23,2022-02-22,2022-04-04,2020-12-24,,,2021-01-17,,,,,,,,,,,,,2021-01-17,2022-05-27,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",,1,456.0,41.0,466.0,,495.0,,False,2022-05-27,551,False,,
,NEFRO-D-20-00503,NEFRO-D-20-00503,,Pauci-immune necrotizing glomerulonephritis in a patient with ankylosing spondylitis,,,,,,,,,,,,,,,2020,NEFRO_883,7. Publicado,Elsevier,,2020-11-20,,,,,,,,,,,,,,,,,,,,,,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",34147267,,,,,,,,False,2020-11-20,0,False,,
,NEFRO-D-20-00502,NEFRO-D-20-00502,,PROYECTO PREVENTIVO DE LA ENFERMEDAD POLIQUISTOSIS RENAL AUTOSÓMICA DOMINANTE (PQRAD) PREVENTIVE PROJECT OF AUTOSOMAL DOMINANT POLYCYSTIC KIDNEY DISEASE (ADPKD)	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-11-19,,,2020-11-21,2020-11-23,,,2020-11-23,,,,,,,,,,,,,2020-11-23,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,,,,2.0,,,,False,2020-11-23,4,False,,
,NEFRO-D-20-00501,NEFRO-D-20-00501,,Resultados del trasplante renal con donante en asistolia controlada expandido,,,,,,,,,,,,,,,2020,NEFRO_891,7. Publicado,Elsevier,,2020-11-18,,,,,,,,,,,,,,,,,,,,,2021-06-05,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34154848,,,,,,,,False,2021-06-05,199,False,,
,NEFRO-D-20-00494,NEFRO-D-20-00494,,NEUMONIA POR SARS-COV-2 Y ASPERGILLUS EN TRASPLANTE RENAL: ¿MÁS FRECUENTE DE LO QUE PENSAMOS?   SARS-COV-2 AND ASPERGILLUS PNEUMONIA IN KIDNEY TRANSPLANTATION: MORE FREQUENT THAN WE THINK?	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-11-17,,,2020-11-19,2020-11-21,,,2020-11-21,,,,,,,,,,,,,2020-11-21,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",,,,,2.0,,,,False,2020-11-21,4,False,,
,NEFRO-D-20-00492,NEFRO-D-20-00492,,Perfil clínico de los pacientes tratados con evolocumab en unidades hospitalarias de nefrología en España (RETOSS-NEFRO),,,,,,,,,,,,,,,2020,NEFRO_908,7. Publicado,Elsevier,,2020-11-14,,,,,,,,,,,,,,,,,,,,,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",34389184,,,,,,,,False,2020-11-14,0,False,,
,NEFRO-D-20-00481,NEFRO-D-20-00481,,A new technique for the detection of dry weight in hemodialysis patients; estimated pulmonary capillary wedge pressure. A tissue Doppler imaging study.        ,,,,,,,,,,,,,,,2020,NEFRO_939,7. Publicado,Elsevier,"Las palabras clave en inglés no están colocadas en las mismas líneas que en castellano. Por ejemplo: Tissue Doppler echocardiography, en castellano están como dos términos diferentes, cada uno en una línea.
Deberían revisarlo.",2020-11-05,,,,,,,,,,,,,,,,,,,,,,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",34556354.  Las palabras claves no están ordenadas aún,,,,,,,,False,2020-11-05,0,False,,
,NEFRO-D-20-00473,NEFRO-D-20-00473,,Síndrome de Stewart-Bluefard asociado a una fístula arteriovenosa iatrogénica. Stewart-Bluefard syndrome associated with an iatrogenic arteriovenous fistula.	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-11-01,,,2020-11-14,,,,,,,,,,,,,,,,,2020-11-14,,,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,,,,,False,2020-11-14,13,False,,
,NEFRO-D-20-00472,NEFRO-D-20-00472,,Seguridad y Efectividad Del Oxihidróxido Sucroférrico en Pacientes Españoles en Diálisis: subanálisis del estudio VERIFIE        ,,,,,,,,,,,,,,,2020,NEFRO_946,7. Publicado,Elsevier,,2020-10-03,,,,,,,,,,,,,,,,,,,,,2021-09-08,2021-09-28,2022-09-01,42(5):594-606. Sept-Oct. 22,web,,,,,,,20,False,2021-09-28,360,False,,
,NEFRO-D-20-00470,NEFRO-D-20-00470,,Hypertension in the hospitalized patient: An update	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-10-31,,,2020-12-02,2020-12-08,,,2020-12-14,,,,,,,,,,,,,2020-12-14,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,,,,6.0,,,,False,2020-12-14,44,False,,
,NEFRO-D-20-00469,NEFRO-D-20-00469,,Towards Zero Liquid Discharge in Hemodialysis. Possible Issues.	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-10-29,2020-11-15,2020-12-01,2020-12-09,2020-12-15,,,2020-12-20,,,,,,,,,,,,,2020-12-20,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,17,16.0,8.0,6.0,,,,False,2020-12-20,52,False,,
,NEFRO-D-20-00459,NEFRO-D-20-00459,,Más difícil todavía: tratar una glomerulonefritis rápidamente progresiva grave en el seno de una neumonía por COVID-19. (More difficult still: treating severe rapidly progressive glomerulonephritis in the context of COVID-19 pneumonia).	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-10-24,2020-11-16,2020-11-23,2020-12-10,2020-12-22,,,2020-12-22,,,,,,,,,,,,,2020-12-22,,2021-01-28,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,23,7.0,17.0,12.0,,,,False,2021-01-28,96,False,,
,NEFRO-D-20-00457,NEFRO-D-20-00457,,"PREVALENCIA POR ÁREAS SANITARIAS DE ENFERMEDAD RENAL CRÓNICA EN LA POBLACIÓN DIABÉTICA DE EXTREMADURA DURANTE LOS AÑOS 2012, 2013 y 2014. UN ESTUDIO OBSERVACIONAL   PREVALENCE BY HEALTH AREAS OF CHRONIC KIDNEY DISEASE IN DIABETIC POPULATION OF EXTREMADURA DURING THE YEARS 2012, 2013 AND 2014. AN OBSERVATIONAL STUDY.        ",,,,,,,,,,,,,,,2020, NEFRO_959,7. Publicado,Elsevier,,2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,2022.42(6),web,,,,,,,,False,2020-10-22,0,False,,
,NEFRO-D-20-00448,NEFRO-D-20-00448,,La enfermedad renal cronica se asocia a peor evolución clinica en la infécion por SARS CoV2 entre 18647 pacientes- estudio de cohorte de base pobacional Chronic kidney disease is associated with worse outcomes following SARS-CoV2 infection among 18647 patients: a population-based cohort study	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-10-19,,,2020-11-18,2020-11-23,,,2020-11-23,,,,,,,,,,,,,2020-11-23,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",,,,,5.0,,,,False,2020-11-23,35,False,,
,NEFRO-D-20-00447,NEFRO-D-20-00447,,Sodium-glucose cotransporter 2 inhibitors as the first universal treatment of chronic kidney disease	,,,,,,,,,,,,,,,2020,NEFRO_918,7. Publicado,Elsevier,,2020-10-19,,,,,,,,,,,,,,,,,,,,,,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",34452776,,,,,,,,False,2020-10-19,0,False,,
